date,snippet,price change,tweets
2016-08-02,"Police investigating the slaying of Colorado child beauty queen JonBenet Ramsey declined on Thursday to address the media hype surrounding the th anniversary of one of the most sensational unsolved murders in the annals of American crime The fiery blast also destroyed a satellite that Facebook had planned to use to expand internet services in Africa The recall covers  countries and represents a blow to the South Korean companys effort to catch up with the Apple iPhone Samsungs Note  isnt the only gadget to catch fire thanks to lithiumbattery problems, which have afflicted everything from iPhones to Tesla cars to Boeing jetliners Blame chemistry and the fact that the batteries we rely on for everyday life a German carmaker Daimler plans to roll out at least six, and possibly as many as nine, electric car models as part of its push to compete with Tesla and Volkswagens Audi, a person familiar with Daimlers plans told Reuters",neg,will cars someday be considered classics go hacked to play on given recent headlines concerning cars and distracted thank you for making it affordable so i can actually own a cant wait u blowing it in china heres what musk must do via s s you are car a or a sign up and s s u musks master plan envisions automated trucks buses and cars will s fans save deal model x by the numbers model x by the numbers got a new feature with latest firmware update one touch closes all doors will s fans save deal will s fans save deal by the numbers will s fans save deal will s fans save deal will s fans save deal agrees to buy for my favorite rest stop fort drum
2016-08-05,"Lazard Ltd, the investment bank that advised SolarCity Corp on its  billion sale to Tesla Motors Inc, made an error in its analysis that discounted the value of the US solar energy company by  million, a regulatory filing by Tesla showed An explosion destroyed a Falcon  rocket belonging to Elon Musks SpaceX and its cargo during preparations for a routine test firing at Cape Canaveral in Florida on Thursday, two days before it had been due to blast off and place a satellite in or Toyotas zeroemission vehicle sales in California this year amount to a drop of hydrogen in an ocean of gasoline",pos,motors to repay million in third quarter on convertible debt video takes on with own line of on twitter this may not be a real but gosh it should be what do you think will we be seeing a semi on the road in the near future man says autopilot saved his life by driving him to the hospital beast of a car sat hello to the first and only model s in taken will continue to boom or is it a big fat bust video anyone drive an car deal gimmick or the real deal tan lit man says autopilot drove him to the hospital saved his life universal knowledge exists universal truth exists deny either all you like both exist regardless test drive autopilot makes for a smooth cruise well personally i think musk needs to sell off and concentrate on rockets u changing the game in another news dump reveals woes possible sec probe almost exactly a this is the enormous where will build its future is headed for trouble following a disappointing earnings report u latest q has updated spending plan fancy factories are worlds first powered suburb is being built in
2016-08-06,"Tesla Motors Inc plans to release an update of its partly automated selfdriving system in a few weeks, Chief Executive Elon Musk tweeted on Wednesday",neg,if i owned a pickup look like batteries their time has come car makers reconsider safety after level car crash model s vs model x vs model model s vs model x vs model a of the where build their batteries die and went to heaven new version found how is reportedly in talks to sell its battery venture to a supplier how is to create entire new brand to fight autopilot drives owner to hospital during pulmonary embolism deal as good as it gets for lit tan six that electric cars six that electric cars model s emissions volts electric vehicles misses goals remains unproven via model s autopilot drives owner to hospital during pulmonary embolism via
2016-08-09,"Facing a severe cash crunch, Tesla Motors Inc plans to raise additional money this year to help fund development and production of its new Model  sedan and build out a massive battery factory, the company said on Wednesday",pos,new total can beat motors at its own game our latest design made from a gold with hammered stainless steel from a if you could drive your car straight up you would arrive in space in an hour i bet it would be faster in a shares are going to sh will musks fans save deal will s fans save deal will musks fans save deal will s fans save deal will musks fans save deal great news next will musks fans save deal will s fans save deal model x by the numbers will s fans save deal better positioned for new highs tan lit f gm musk has received billions in subsidies paid by us all but most buyers are already rich after musk lays out soaring vision wider loss pulls back with a thud
2016-08-10,"Amazoncom on Thursday launched Amazon Vehicles, an online platform for users to research on cars, auto parts and accessories Cars that wirelessly talk to each other are finally ready for the road, creating the potential to dramatically reduce traffic deaths, improve the safety of selfdriving cars and someday maybe even help solve traffic jams, automakers and government Tesla Motors is planning improvements to its semiautonomous Autopilot system after a fatal crash earlier this summer",neg,motors outperform rating reiterated at w the gem its crowded behind the curtain lit tan fan latest crash occurs in do come with extra shocks doing better than when hes not trying to commercialize space travel confirms another autopilot crash in driver uninjured is designing a roof made of solar panels via the verge wants to build solar roofs as eyes takeover via the cult of survives another round of bad news car and driver predicts will be years late heres why they are wrong my latest the cult of survives another round of bad news musks solar ambitions raise the roof via who gave minimum wage is surprised with a k for his watch a on autopilot can kill as many or more people if given the opportunity now controls are being put in place for automated driving marketing latest related crash occurs in china street bakery calling all be the first to a photo from s new flagship store on van and
2016-08-12,"Tesla Motors Inc crowned itself the maker of the worlds fastest production car on Tuesday, saying a new version of its Model S allelectric sedan can accelerate from  miles per hour in just  seconds Tesla Motors Chief Executive Elon Musk is buying  million of bonds from SolarCity Corp in the latest debt offering by the solar panel company that Tesla plans to acquire for  billion, according to a filing on Tuesday The companies said they expected to demonstrate their system in January at International CES and to begin production within two years MercedesBenz maker Daimler is embracing Silicon Valley management techniques in a drive to speed up decision making, empower staff and fend off new rivals such as electric carmaker Tesla Motors  Tesla Motors Inc has won US antitrust approval to buy solar panel installer SolarCity Corp, moving closer to its goal of creating a carbonfree energy and transportation company",pos,s vision of u satin dark and those adv satin dark and model s in autopilot mode crashes in at the concert looking for the mother of my kids at at new commercial pokes fun at s v battery issues in the model s i took mine in for a weird noise hr later they decided replace the motor back model s autopilot sunroof model s la musk picked up on and apparently already obsolete still a the life twitter shutdown blowout ma eye on tech via el en china pagan extra el en china pagan extra u s said to add triple camera system and more radar via model autopilot software helped prevent a serious accident s system can handle at least functions simultaneously this is the year been unable to see my favorite band missing and too
2016-08-14,Tesla Motors says a new version of the Model S electric car is the quickest production car in the world from zero to  miles per hour,neg,next autopilot is likely going to be fully autonomous has been on the forefront of auto the parking lot has a in every spot check it out i review the best this side of a and half the price musk to create beautiful its not a thing on the roof it is the roof he got to park behind a today life is good stepping up with another for its via a it was revealed to press in la yesterday great looking competitor i think the car logo looks like an abstract rendition of the female reproductive system nice to see them follow s lead stay tuned on my upcoming story presentation to launch complete solar roof after partnership minibus will be built on a model x ugly looking but regulator votes against solar net metering now seeking year in solar lease payments model s call to road rules how plans to change the way we buy d start those electric engines revamp state program selling credits is a major source o
2016-08-15,"As Uber pushes ahead with autonomous taxis, and trucking considers going driverless, too, millions of Americans driving jobs are at risk The worlds greatest athlete hates being called The Worlds Greatest Athlete Eatons second straight gold medal in the decathlon was an achievement to rival Usain Bolts sprint greatness, even if it got less attention",neg,d now only d bulls not doing their homework rivals on the way bear um motors s autopilot feature just save a mans life taking me back in now they sound amazing pas et la est avant car data network is down in the us its a top priority and currently being fixed la avant d removes driving and from website after another crash s car data network is down in us problem could be network service plus goes live in completing the triangle just a day before the tour s next model s could have more than listen to now by fuzzy navel there is no setback next model s could have more than miles of range c next model s could have more than miles of range scores best model award but could musks alien dreadnought vision imperil quality
2016-08-16,"With all the attention paid to Tesla Motors Autopilot system, youd think the company was the only one making cars that can almost drive themselves But many automakers have rolled out cars that do what Teslas do Daimlers top electric motors development executive, Harald Kroeger, is joining auto supplier Robert Bosch ROBGUL, two people familiar with the matter told Reuters, as a battle to hire leading talents in the sector heats up  The option to hail a ride in a selfdriving car, which was science fiction just a few years ago, will soon be available to Uber users in Pittsburgh, the first time the technology has been offered to the general public The company said it had acquired a startup comprising former Google and Carnegie Mellon engineers, as well as announced a partnership with Volvo to test selfdriving cars on Pittsburgh streets in a matter of weeks",neg,s autopilot feature just save a mans life got to ride in my favorite car life goal own a from website after top trend model s caught fire during a test drive if try this car q filing some interesting observations tan lit will s fans save deal so jealous musks master plan envisions automated trucks buses and cars by the numbers welcome to town the new suburb with a in every home got a new feature with latest firmware update one touch closes all doors will s fans save deal model s d now available starting at k how started ex what if was relative model s heated seats rear cam model s heated parts take weeks to arrive currently waiting on my th day for the shop to receive rivets universal truth exists universal knowledge exists deny either all you like both exist regardless es
2016-08-17,"Ford Motor Co intends to have a fully driverless vehicle  no steering wheel, no pedals  on the road within five years The car will initially be used for commercial ridehailing or ridesharing services, with sales to consumers comi A Tesla electric car caught fire during a promotional tour in southwest France, and those aboard escaped unharmed The carmaker said it aimed to have selfdriving cars available for ridehailing services by  SolarCity Corp on Wednesday said it would cut operating costs, including slashing its chief executives salary, to bring expenses in line with its reduced solar installation outlook",neg,property group has plans for a whole suburb to be powered by first in after manufacturing shit metal boxes with government funds does the really have a new in the of retail hints at drastic redesign of retail concept via beginner agility apple says is biggest disruptor the shopping new study gives reason to for its direct sales model alone with cars that can nearly drive themselves this with from reveals his extraordinary this with from reveals his extraordinary model s catches fire during test drive in forget panels announces plans to build stunning solar roofs via will make sweat with mile prototype at show according to la riposte la riposte i am and this is u apple says is biggest disruptor new evidence suggests bigger battery for model s and model x
2016-08-18,"Ford Motor Co plans to offer a fully automated driverless vehicle for commercial ridesharing in , the automaker announced Tuesday, expanding its efforts in driverless cars and ride sharing  two areas where rivals have already made inroads",neg,calls biggest disruptor check out our live video about our model u concept you missed it great article written by eves autopilot is about to get a serious hardware update and autopilot is about to get a serious hardware update and bursts into flames during test drive new post first self driving cars available in this month universal knowledge exists universal truth exists deny either all you want both exist regardless makers reconsider safety after level car crash makers reconsider safety after level car crash d new port total now suggests similarly inventory cars when custom ordering a vehicle always exciting when these boxes come in the mail thank you when its degrees out and you wish your handles were worlds fastest trounces and in todays training has thus far referenced the band will motors inc model s sales turn upward in q a company that has and will continue to shape our future indeed
2016-08-21,"Tesla said Monday that the term Autopilot was mistakenly removed from the electric car makers website for China, but it has been restored Tesla removed a Chinese term for selfdriving from its China website after a driver in Beijing who crashed in autopilot mode complained that the car maker overplayed the functions capability and misled buyers",neg,waiting for solution ahead of as owners face full house across popular locations speaking if stealing how brought to science monitor the worlds first is in development in dirty but clever plate mountainside fitness arrowhead what do you call a when it gets stolen an is currently testing a waterless car wash service for their charging stations el y en el it finally came in i cant wait to drive this car or not in about months el y look for these cans from later this week at your bottle shop mi a material a mi after buyout sheds workers cuts salary to oh cool saw these new chargers at a roadside stop the future is now life goal model s call or text to for more stealing this car model x pd w ludicrous if you want to find the secrets of the universe think in terms of energy frequency
2016-08-24,"With the extension of Californias landmark climate change law stalled, a legislative plan is emerging to significantly up the ante on Californias commitment to electric vehicles by requiring that  percent of all new automobiles be emissionfre Carmakers are turning to airplanequality glue for seams and thinner steel to trim weight, while looking ahead to using magnesium and coasting to save fuel",neg,this could be s answer to the roadster i m selling my roadster with k miles on it c just solved one huge problem that may have been the easy well at least now i have somewhere else to recharge the thanks for the big green box at the supercharger in brewer soon model s catches fire due to reported short circuit idea coat a in solar panels why not heres all we know about model makers reconsider safety after level car crash car revelations since s p model to boost s drive to be mainstream in model reservations hit draw response from of s model topped projections waste of money invest the money with model to boost s drive to be mainstream in model reservations hit draw response from get a cloth to clean your dashboard while driving eager buyers camp out in bay area to purchase new model so i actually know someone who bought a via
2016-08-31,"Tesla on Friday disclosed  billion in third quarter cash requirements, about a third of the cash on hand midyear, in a new sign of pressure on the electric vehicle maker Nissan Motor Co is in talks with Panasonic Corp and overseas companies including Chinese firms over the possible sale of its controlling stake in a car battery manufacturing venture, sources said Solar panel installer SolarCity Corp, which recently accepted Tesla Motors Incs  billion takeover offer, said it experienced greaterthanusual delays in closing new project financing commitments due to the takeover talks Tesla said on Wednesday that one of its cars had crashed in Beijing while in autopilot mode, with the driver contending sales staff sold the function as selfdriving, overplaying its actual capabilities",pos,close up of and gorgeous the approach to this is so cool car chargers coming soon to a parking lot near you mid shot s preferred cell connection technique a closer look at wire bonding welcome to town the new suburb with a in every home by the numbers musks master plan envisions automated trucks buses and cars will s fans save deal will musks fans save deal by the numbers got a new feature with latest firmware update one touch closes all doors will s fans save deal got a new feature with latest firmware update one touch closes all doors the red rocks of will s fans save deal great news next will s fans save deal modern day cowboy taken off mechanical resonance the debut album by released the incredible story of musk from getting bullied in school to the most interesting man in tech
2016-09-01,"The electric carmakers secondquarter loss greatly exceeded forecasts, but the company promised to improve its ability to meet production targets Apple Inc said it plans to offer rewards of up to , , to researchers who find critical security bugs in its products, joining dozens of firms that already offer payments for help uncovering flaws in their products Focusing on the conflicts of interest in Tesla Motors proposed takeover of SolarCity misses the bigger picture, some investors say Apple Inc said it plans to offer rewards of up to , , to researchers who find critical security bugs in its products, joining dozens of firms that already offer payments for help uncovering flaws in their products",neg,la musk on the cutting edge and bleeding to death pi e top class no thank you how will electric vehicles stack up against motors motley fool the model leaked image shows a spartan futuristic interior musk on twitter finishing autopilot postponed to end of weekend am modified a and its terrible adviser made mistake in deal always bringing us good but seeming gets raw deals video why big should be terrified of musk promises upgraded autopilot software for vehicles in a few weeks red roadster model prices specs and when it will be released these six companies may well these six companies may well change the world these six companies may well these six companies may well change the world both plunge amid worries about cash squeeze and merger alto shares of both t and autonomous cars recharge k roadster in us undervalued before
2016-09-02,"Both companys boards approved a  billion merger, putting their faith in Elon Musks idea of a cleanenergy powerhouse The  billion purchase of SolarCity, a solarpanel installer, comes at a crucial time for a company with lofty goals and a habit of missing them Commercial aerospace startups are attracting access to investors with deep pockets and an abundance of software talent Tesla Motors agreed to buy the solar panel maker SolarCity for  billion in stock in a merger aimed at creating a onestop shop for cleaner energy Stocks and bonds in developing markets have been on a tear as investors hunt for returns in a world of superlow interest rates",neg,checkout my tuning at heres why corp and motors inc shares are down via my hero my wife i met up for did our sure do look good together glass the electric automakers latest program my hero model s p tech sunroof s model s p c saw the again on the freeway i take back what i said before the looks great short strangle in shareholder decries merger an institutional shareholder claims motors is looks sexy as hell let me drive you please stock decline is buying opportunity says glass the electric automakers latest program s larger packs are a feature not a waste for the first time in my life i visited a store the cars are insane u almost in test drove this beast incredible car model s traveling our latest week in review talking w and real estate secrets w in awesome car show at east state school today
2016-09-03,"After a long, intense pursuit, researchers are close to bringing to market a daring new treatment cell therapy that turbocharges the immune system to fight cancer Uber Waves the White Flag  Big Banks Push Instant Payments",neg,what exactly is a model s p model x this is why cars need center consoles perfect spot for restaurant leftovers just washed u gravel roads made it dusty but lots of sun powered machines having a self driving car would be great about as great as being a passenger in a regular car stock heres why investors are furious via my ten year old brother after seeing a model x how can one car be so beautiful thank you great story by working hard an awesome gets a mention too just washed u musk is worried about cash burn for the next weeks motors thanks to we needed fossil fuels in over yrs thanks a lot bastards on and how will unleash womens true es la las d fan tam k bile listen to the electric car era is upon us drive a bolt by via says its currently planning another round of financing for model great
2016-09-04,"The company told Senate staff members that the automatic braking system was separate and distinct from Autopilot, according to the staff members Coming up In an effort to restore Theranoss credibility, Elizabeth Holmes will present data and Tesla is expected to report another quarterly loss",neg,exec calls rival little more than appliances c makers reconsider safety after level car crash motors performances trip home is going smoothly supercharging in an instant classic makers reconsider safety after level car crash sightings in the showroom on the roads plans cash outlays of billion u recharge model x assembly video autonomous apple test new ad is a big pie in face model s pd opens its first stall at now the worlds largest station model s paint is the signature red that was only available to musk and top exec stage angry man speaking tour one of my heroes why musk wants motors employees to game q earnings motley fool
2016-09-06,"The billionaire entrepreneur Elon Musk is running a private rocket company, doubling down on alternative fuels and pressing on with Tesla after a series of accidents Also Twitters banning of a misogynistic troll and how Mike looked beyond his beard to cover the  billion Dollar Shave Club sale Tesla Chief Sticks to His Mission  Panama Papers Reveal Use of Shell Companies by African Officials",pos,is around in a is around in a was a humble and broken old man not exactly true died broke because of not exactly i will be getting my ticket passed by this location recently the x model why is rushing to challenge motors motley fool tire rack gives us another hint of view supercharger in is helping me write saw this model x electric which has km range in range rover teases recovery todays news analyst is so bearish on open house new supercharger will be built on property it looks as if is looks at for the real life iron man taking his avengers to the next level is out at clubs and its dangerously strong report is out at clubs and its dangerously strong report laurel supercharger still not operational as of tonight interviews are so damn interesting hes turning us into a type civilization wow
2016-09-07,"Goldman Sachs Raises a New Private Equity Fund  Continuing Debate Over the Financial Crisis The shows creators have turned the travails of an anthropomorphic horse into a hilarious meditation on a peculiarly modern kind of unhappiness After a fatal crash involving a Tesla Model S, the idea of establishing a federally supervised site to ensure safety is catching on The carmakers leader reveals a new master plan investors wonder how hell pay for it In a blog post, Mr Musk says nothing about the Autopilot controversy, while envisioning a future of selfdriving buses and tractortrailers",neg,again dead person involved with malfunction bad publicity the improvisation by whoops investment bank makes million mistake in deal me was was was en marketing advertising branch manager will oversee all s account specialist this position represents a unique opp professional now recruiting hiring for seasonal tax p en tot is looking forward to self driving cars twice in the last two days i have almost someone who thought they were at a way stop welcome home forget the needs to hurry up and make the model y vend ma model s blanc to rt is gets million lease credit line from bank s dream of battery domination has major competition a court ruled against selling directly to customers allows anticompetitive dealerships to flourish care to still ban the sales investigates another fatal crash unclear whether involved
2016-09-08,"Hedge Funds Accuse Puerto Ricos Governor of Money Grab  Beer MegaMerger Closer to Completion In California, state subsidies for hydrogen filling stations are encouraging cleanenergy advocates to try fuelcell vehicles",neg,brad i hope cash burn take down the model doe on higher efficiency materials wow sitting behind a very sleek looking car on driving a for the first time renewable energy generation breaks records every month in says crash car not on autopilot as driver hit tree at model s model s miles back up camera motors initiated by and company at pt via manager career opportunity lions den the lions den manager sales business development entry level are y manager workers compensation job description our client got my first car a few years back and its currently used as a shed will i get another no way holding out for a model does it still run on fossil fuel or like a gov blown away by s new after visit via motorist in vehicle is killed after crash s batteries have reached their limit heres how they could go further more on s updated f tan lit if you know anyone in the market for an s seems like now time to buy save doc fees the big five chart service now posting example charts read more here
2016-09-09,"Even as regulators are asking new questions in the wake of a fatal crash involving Teslas Model S car, executives say their technology is safe if properly used A Founder of Hyperloop One Claims Harassment in Lawsuit  Blythe Masters Steps Down as Chairwoman of Santander Consumer USA Navigating the busy streets of New York City can be difficult  until, that is, you install an autopilot system Stocks thrashed higher and lower in the second quarter  and didnt go very far With valuations and uncertainty high, where are investors to go Defenders and skeptics discuss an Autopilot system that recently led to a fatality The valley has found its next shiny new thing in AI, and financiers and entrepreneurs are digging in with remarkable exuberance",neg,that time tried to in his the new karma is not just a wannabe yes unlike the platinum wealth partners surprisingly ignores four energy storage o surprisingly ignores four energy storage options since is new to the region you should consider supporting a local cause is hosting a gala in new vehicle chargers fast universal beats in race partner with f recharge sound upgrade free charging from recharge sound upgrade free charging from filed under after s believes less inclined to approve deal is the latest buying ads to convert reservation holders it saddens me that only appears on page of when you search all other cars can use autonomous driving cars use it and take big hit s failed to consider whether another company was a better fit for s autopilot kills again how to use s autopilot and how not to u showdown between and your neighborhood dealership hotel hosts its first how to use s autopilot and how not to not the worst car to be stuck in for an hour and a half with a flat tire
2016-09-10,"Line Prices IPO in Years Biggest Tech Debut  Chief Executive Who Promised , Salaries Wins Suit Filed by Brother Xerox Said to Be in Talks to Buy RR Donnelley  Regulator Warning Over Banks Property Lending The National Highway Traffic Safety Administration has sent a letter to Tesla indicating the agency is investigating whether there are defects in the automakers Autopilot system",neg,vibes not drones but tech powered by the same battery as a this battle between and my weekend passion love this rules listen to from save that goodness by via save that goodness cordially solar industries has everything you need to go solar get your today perfectly genius musk quotes finance p index components us discoveries by that still affect your life today perfectly genius musk quotes finance p index components us rt in today taking good care of this beautiful with our car project sees layoffs amid report of reboot saw a in the parking lot and nearly crashed my car i only rubber neck for hot men cars falcon wing doors now on lit tan falcon wing doors now on lit tan falcon wing doors now on lit tan is rolling out a fleet of and mobile design studios thanks for a great ride on the faster than a esp for a guy scared of heights the dream car might not happen recode one reason i love is you can turn it on and enjoy perfectly genius musk quotes motors and founder musk has b
2016-09-11,"Driverless cars or those with driver assistance systems wont be riskfree, but federal regulations and other measures should help Corrections appearing in print on Monday, July , ",neg,a nice car knows all about your car to maintain performance but also if you used the car incorrectly investors getting ultra rich selling short musk who else than software update with new radar processing check it out uses radar to prevent accidents like the fatal model s crash surely needs a less auto cars may be able to navigate as well as a bat with the help of new radar technology for autopilot driving this model x is a parking lot bully got it s next autopilot update will rely more on radar el las locales autos s musk says new autopilot likely would have prevented death releases which uses to prevent accidents augments object avoidance detection to leverage fleet learning showroom shopping center musk autopilot update could have prevented fatal crash posts q loss and fewer deliveries as production ramps up thank you looking forward to the new version software and esp to the new sounds like big
2016-09-12,"The big threerow Audi SUV that has been produced for over a decade returns for  lighter and stuffed with familyfriendly technology Corrections appearing in print on Friday, July ,  The difficulty of getting drivers to take control of automated cars when necessary has prompted many automakers to take people out of the equation The excitement over autonomous driving ignores the many potholes along the way In addition to the National Highway Traffic Safety Administration, the NTSB will investigate a Florida crash involving a Tesla operating in Autopilot mode",pos,on twitter model s pd rocks for that i hope shake hand one day and talk about greatness trouble ahead for and apples car projects seems legit to start a spotted two model x in this slick will an update stop the killings janitorial functions such as emptying the trash vacuum made an update to their driving system that say can drop the rate by half autopilot involved in another time in china quietly increases the cost of autopilot during pd hoopla is boosting radar to improve is upgrading radar vision to improve roadster r will pack battery with improved mileage everything you need to know about the wants to buy for billion trolling for thats why you test drive a honestly just check out the review from and u says its improving autopilot by boosting radar we have some awesome hardcore drivers registered to meet at on checking my accounts for that down payment heres how a taxi held up after miles
2016-09-13,"Heres what you need to know to start your day Two selfdriving car pioneers have distinct views of the role of the person behind the wheel After a fatal crash of a selfdriving Tesla, we need to take a harder look at autopilot technology The author of Future Shock warned about the dangers of rapid change, and many have come to pass, but advance planning has fallen out of favor As safety officials opened an inquiry into a Pennsylvania accident, a witness to the fatal Florida Tesla crash described a car that did not slow down even after impact More British Property Funds Halt Withdrawals  Wall Street Scion Pleads Guilty to Charges in  Million Fraud A Saturday puzzle by Josh Knapp",neg,rt makes mini battery power station in his home after buying six pow the battle between and your neighborhood car dealership it by top trend why motors investors need to take general motors bolt seriously motley fool so bad that stock will look like a for how seriously investors take musk to in under a year are coming are coming sorry officially goes miles on a single a great read will naturally make smarter faster creator interview about the rain or shine bright these folks talking stop by if you want to see the lineup congrats to our partners at supercharger network is rapidly but is it fast enough supercharger network is rapidly but is it fast enough opens worlds top selling cars second recharge loves the bolt launches mile bus filed under adopts silicon valley tactics to counter new to ride or not to ride in s new autopilot cars mode kills driver of model s retains its value better than cars in its segment need a quick way to find charging locations for your check me out on the
2016-09-15,"A planned merger with Easterly Acquisition, an asset management firm, would give Sungevity easier access to financing to help expand its business Heres what you need to know at the end of the day The federal highway safety agency said that the driver of a Tesla on autopilot died in a crash in May, thought to be the first death in a selfdriving car After Joshua Brown, , of Canton, Ohio, was killed driving a Tesla Model S in the first fatality involving a selfdriving car, questions have arisen about the safety of the cars technology Heres what you need to know to start your day Automakers are putting the owners manual online and onscreen, knowing todays drivers are unlikely to read the print version Were trying something new California Today, a daily update for our California readers Tell us what youd like to see CAtodaynytimescom Hershey Rejects Mondelez Takeover Offer  Puerto Rico Debt Relief Stirs Colonial Resentment As engineers try to design vehicles that can actually drive themselves, many are wary of halfway systems that can lull humans into a false sense of security Mr Brown became a victim of an innovation geared toward people like him when his electric sedan collided with a semitrailer, making him the first known fatality in a selfdriving car",pos,will supply megawatts of storage to southern as part of a wider today in pretentious license plate frames the debate of the day would cars make us more productive this says no autopilot system under scrutiny in fatal china crash autopilot cited in death of driver denies request for dealership license f gm great partnership and to deploy largest battery project in the world via fully charged changes its identity revealing and risky motors inc to begin supplying southern with energy after winning will other suppliers follow and split with motors motley fool motors will senate solar investigation put acquisition at risk accuses oil exec of impersonating musk in email local is still feeling the ms autos en la es la est petrol cars to motors pushing the envelope on safety denies dealership license is a killer read the review this came in for a full followed by a monster install in
2016-09-16," Britain has voted to leave the European Union, stunning the world with a historic decision that will reshape its place in the world, rattle the Continent and rock political establishments throughout the West, Steven Erlanger reports in The New Y Whether Elon Musks vertically integrated energy company is the right model, some experts see virtue in the theory Were trying something new California Today, a morning update for our California readers Tell us what youd like to see CAtodaynytimescom Setting aside concerns about global warming, consumers are unloading hybrid and electric vehicles in favor of bigger cars, pickups and SUVs An investor group called on Tesla Motors Corp on Tuesday to add two independent directors to its board and separate the roles of chairman and chief executive as it highlighted founder and CEO Elon Musks dominance of the board in the wake of Tesla",pos,the sharp behind on how to envision the future test drove the model s words amazing awesome this is solar powers not just for roofs anymore its being woven into fabric denies dealership license via d debuts first twin cities supercharger in no one will buy a over a once the model is out update makes autopilot more safe wins us antitrust approval to buy video the falcon wing door hits the front door musk wanted a race now he has one sales rep inside sales rep you can see it a company that offer management trainee intern equal opportunity employer our could help solve peak demand technology is why most likely the cars would not break sitting on with sitting on with sitting on with fit a x media console in my model s just the reason for or any use of oil there is all around us
2016-09-18,Hedge Fund Manager Charged With Insider Trading Is Found Dead  Why Law School Is Still a Solid Investment,neg,is it fair to judge tech based on one fatal crash makes third attempt to open showroom filed under we have all we want of s s and and still we panic about a temporary gas shortage in this country eyes largest storage project everyone hates on now for autopilot even tho they tell us that we need to pay attention to the road its not fault presentation el en lo p fast via great musk business quotes lots of today in cars and even electric fantastic electric drive event electric drive week here in great musk business quotes president predicts a future says has it all wrong via loves the bolt except one line but it looks and largely drives like a generic compact car ignored autopilot hands free warnings says in breakup row presentation decide who your should on the via just won a bid to supply power in batteries will be deployed by years end via says it warned against enabling man has batteries creating a power station at home saving more than k a year on
2016-09-20,"The electric car company opens a showroom in Red Hook, joining the craft distilleries and artisanal chocolate makers Uber is now worth four United Airlines,  billion rides across Midtown Manhattan and a good day at Google As a federal aviation official, Ms Smith set policies that allowed private space companies to flourish and planned to travel to space herself one day The Golden State Warriors are almost a metaphor for the way the tech industry improves, and also risks ruining, all that it touches Viacom Rumblings  Tighter Rules on Remittances Squeeze Businesses The National Highway Traffic Safety Administration also warned Tesla Motors to refrain from encouraging Model S drivers not to report safety concerns As the automaker defended the safety of its Model S, its request for confidentiality in exchange for repairs raised questions among legal experts While a crackdown stifles other freewheeling publishers, Ho Pin offers uncensored coverage from his Long Island office, beyond Beijings reach  GEORGE RILEY IMG SRCImagesCobrandsNYTimesPhotosNYTRILEYGjpg lgyOrigNameNYTRILEYGjpg ALIGNLEFT vspace hspaceRILEYGeorge A,brbr of San Francis RILEYGeorge A,of San Francisco, California, formerly of Memphis, Tennessee, age , died on June , , after a determined and courageous fourteenmonth battle with leukemia He will be deeply missed by his sister, Peggy Thomson Tim of Germ",neg,invents radio not exactly control miles away to wipers hackers take over moving from miles away are we risk find out in our check testing at the agency exit safety is this a perfect time to buy a inventory car read here more blame games model s hacked from miles model s hacked from miles model s hacked from miles take control of s brakes and door locks from miles away we want this happen we need to solve some serious issues b we everything model s hacked with remote attack d this is pure gold and should send stocks to the gutter fixes security bugs after claims of model s white hat hack via autopilot is def not ready it crashed to a huge truck the question is on the highway how does driver know when to take over control en solo check out the fleet idea that will help clarify
2016-09-22,"Starting Monday, new regulations will permit anyone, not just the moneyed, to invest in small companies in exchange for a stake in the business A startup has its sights on the longhaul freeway driving that is the bread and butter of the commercial trucking industry Tesla aims to make , of its lowerpriced and muchsought Model  electric car by  Raising money will help A company called Hyperloop proposes to build the worlds fastest train in California But for now, there are more questions than answers The onestop ecobeauty boutique, newly arrived from San Francisco, wants to be the Tesla of the cosmetics world",pos,sues over ban on selling cars directly to customers excited to launch max insight our analysis of the latest news via you can leave your children in your now and they wont die sues over ban on selling cars directly to customers played a show in ca year ago on this day in sued again this time the reason is ludicrous torque news via note to terrible people who leave in the car is saving your though you deserve it what is the definition of insanity software on its way better touchscreen and autopilot cabin overheat protection but still no voice introducing max insight an look at this weeks tech news solar roof musk gives release date for next big thing nope no yet in vs vs via v software update is here huge changes here courtesy on that looks like cameras to me up h a via on the way to the concert with my dad and so excited forget batteries and autopilot upgrades remain core strength software binaries
2016-09-26,"Readers discuss how certain businesses, like cruise lines, are catering to the superwealthy The European Commission will discuss growth and employment across its member states, and earnings reports are expected for Alibaba, HSBC and UBS",pos,owners forum post censored almost immediately customer service avoiding s troubles continue model s pd first performance tests kw hp in s and mile in to announce improvements for video via t e s l a el by electric charging points will outnumber gas stations seasonal associate are you looking for a way to earn some e package delivery driver ups is accepting applications for temporary do we really want line for mountain view superchargers at pm today lots of cars are also choosing not to wait the store is the of car retail so i have had my for about a year and use autopilot every day why cant the car not crash into a garage door why bashed then changed his mind dying nerd humor d solar impulse developing a satellite to provide affordable connectivity to the masses why is down seal some owners are paying for their model s using car renting platforms fixes security bugs after claims of model s by
