snippet,price change,News Sent.
"The companys acquisition of Whole Foods sets up a clash between two vastly different visions for the future of labor The companys acquisition of Whole Foods sets up a clash between two vastly different visions for the future of labor Two more Republican senators said that they would oppose the bill to repeal the Affordable Care Act What happens now Two more Republican senators said that they would oppose the bill to repeal the Affordable Care Act What happens now Most of Hampton Creeks board resigned last month, another setback in Silicon Valleys push to innovate beyond the hightech industry Most of Hampton Creeks board resigned last month, another setback in Silicon Valleys push to innovate beyond the hightech industry",pos,neg
"A cadre of British tech whizzes grapple with their newfound wealth and their mouthy American boss And Rachel goes home with the four remaining suitors We get to know the de facto leader of President Trumps commission to investigate the  election We get to know the de facto leader of President Trumps commission to investigate the  election Mr Peltzs Trian Fund Management is seeking a board seat at the consumer products giant, signaling a ratchetingup in the size of the corporate targets of activist investors A preview of the film",neg,neg
"One week after the rappers album debuted on Tidal, it became available for streaming and download on other services, and rocketed to top the chart Now that Sunday nights mean Game of Thrones and Twin Peaks, our TV critic is craving shows that feel a little more real Now that Sunday nights mean Game of Thrones and Twin Peaks, our TV critic is craving shows that feel a little more real If you want to brush up on your Jodie Whittaker before she makes her debut as the first female Doctor, great news  shes in a lot of stuff, and shes terrific If you want to brush up on your Jodie Whittaker before she makes her debut as the first female Doctor, great news  shes in a lot of stuff, and shes terrific John S Varley, the former chief executive, and three other former top managers will answer charges about arrangements with Qatar, and the European Central Banks president will talk policy John S Varley, the former chief executive, and three other former top managers will answer charges about arrangements with Qatar, and the European Central Banks president will talk policy A cadre of British tech whizzes grapple with their newfound wealth and their mouthy American boss And Rachel goes home with the four remaining suitors",pos,neg
"The ballerinas Dorothe Gilbert, Teresa Reichlen and Olga Smirnova talk about their roles in Lincoln Center Festivals production of this  ballet Tips to make the most of your weekend Donald Trump Jr sends an email Hours later, his father gives a speech Conspiracy or coincidence Donald Trump Jr sends an email Hours later, his father gives a speech Conspiracy or coincidence By teaming up with Yandex on an East European venture, the ridehailing giant is again choosing cooperation instead of conflict Faced with waves of store closures, malls look far and wide for new visitor magnets Golf, anyone Karaoke Three of the betterperforming stock funds scored with picks as varied as wellknown technology companies, microcap stocks and Asian innovators Companies across the board are repurchasing their own stock, to the delight of some investors But there are plenty of downsides Heres where you can stream most of the major winners of the th Annual Primetime Emmy Awards If youre up for a detailed biopic, a rediscovered documentary or a scary childrens film, heres what to watch this weekend If youre up for a detailed biopic, a rediscovered documentary or a scary childrens film, heres what to watch this weekend Heres what you need to know at the end of the day A highpowered Silicon Valley attorney dies His exwife investigates, and finds a web of drug abuse in his profession Three Times tech reporters discuss Snaps difficulties as a public company, and the socalled net neutrality debate Three Times tech reporters discuss Snaps difficulties as a public company, and the socalled net neutrality debate Mr Bachman was a pioneer in the field of database management software, and modern digital commerce sites like Amazon and eBay owe an intellectual debt to his work Cersei Lannister wreaks havoc from the Iron Throne as HBOs fantasy epic begins Season  And Michael Palin of the Monty Python troupe plays it straight Cersei Lannister wreaks havoc from the Iron Throne as HBOs fantasy epic begins Season  And Michael Palin of the Monty Python troupe plays it straight Welcome to the latest edition of the Smarter Living newsletter Welcome to the latest edition of the Smarter Living newsletter A marketing effort to get free razors in the hands of young men for their th birthdays has sometimes reached the wrong target Mr Bachman was a pioneer in the field of database management software, and modern digital commerce sites like Amazon and eBay owe an intellectual debt to his work Online technology lets independent advisers pose a direct threat to the old model of huddling with brokers in paneled offices in big brokerage houses Nelson Peltzs Trian has begun a proxy fight at the consumer products giant, the biggest yet waged by an activist shareholder Nelson Peltzs Trian has begun a proxy fight at the consumer products giant, the biggest yet waged by an activist shareholder Monday Big Surs isolation, a looming marijuana crackdown and Venice Beachs shrinking housing supply One week after the rappers album debuted on Tidal, it became available for streaming and download on other services, and rocketed to top the chart",neg,pos
"Hundreds of companies coordinated a huge online protest on Wednesday against the Federal Communications Commissions plan to scrap net neutrality rules Are you using your friends exboyfriends parents password to watch the latest television shows Youre not alone Are you using your friends exboyfriends parents password to watch the latest television shows Youre not alone Got a halfhour and a sense of humor How about seven hours and a sense of intrigue Weve got suggestions Got a halfhour and a sense of humor How about seven hours and a sense of intrigue Weve got suggestions References to  A Space Odyssey, The Night of the Hunter and Carnival of Souls are seen in a recent hour of Mr Lynchs revival References to  A Space Odyssey, The Night of the Hunter and Carnival of Souls are seen in a recent hour of Mr Lynchs revival A new CW series goes for Indiana Joneslike adventure but doesnt quite succeed And  for  explores the chemistry between Mike Francesa and Chris Russo A new CW series goes for Indiana Joneslike adventure but doesnt quite succeed And  for  explores the chemistry between Mike Francesa and Chris Russo As big retailers like Dollar Tree expand in New York City, independent stores are changing inventory and emphasizing their local roots But some still fail Was Donald Trump Jrs meeting with a Russian lawyer politics as usual The history and logistics of digging up dirt on political opponents Was Donald Trump Jrs meeting with a Russian lawyer politics as usual The history and logistics of digging up dirt on political opponents For all the influence of the Objectivist principles set forth in The Fountainhead and other works, some prominent followers have run into trouble A list of the  Emmy nominations, announced on Thursday",neg,neg
"A new CW series sends a pair of adventurers around the world in search of the usual precious artifacts New York Times reporters who had obtained emails to and from Mr Trump gave him until  am Tuesday to comment He met the deadline in a surprising way New York Times reporters who had obtained emails to and from Mr Trump gave him until  am Tuesday to comment He met the deadline in a surprising way The law requires companies to store Chinese users information in China, and Apples move suggests other foreign technology companies may have to do the same",neg,neg
"As the rise of AI creates demand for new computing hardware, the giant chip maker is using acquisitions and new products to try to stay ahead Corrections appearing in print on Tuesday, July ,  Corrections appearing in print on Tuesday, July ,  Heres what you need to know to start your day Julie Delpy and Ethan Hawke return as Celine and Jesse in the final installment in Richard Linklaters Before Trilogy And a new series riffs on a millennial Cosmo girl Julie Delpy and Ethan Hawke return as Celine and Jesse in the final installment in Richard Linklaters Before Trilogy And a new series riffs on a millennial Cosmo girl Connecting the dots on Donald Trump Jrs communications last summer Connecting the dots on Donald Trump Jrs communications last summer Tuesday Retail woes, a Yankee wins Home Run Derby, and World Population Day The authorities said the smart home device made an emergency call, but Amazon and a  official said that was not plausible Siri is so five years ago How a sleek, smoothtalking cylinder from Amazon stole our hearts, bamboozled our spouses and enchanted our children The law requires companies to store Chinese users information in China, and Apples move suggests other foreign technology companies may have to do the same Hundreds of companies coordinated a huge online protest on Wednesday against the Federal Communications Commissions plan to scrap net neutrality rules The company, Moon Express, is aiming to win the  million Google Lunar X Prize competition and become a payload delivery company A new CW series sends a pair of adventurers around the world in search of the usual precious artifacts",neg,neg
"Andy Samberg plays a narcissistic pop star and a dopedup cyclist And The Salesman, a best foreignlanguage film Oscar winner, arrives on Amazon Andy Samberg plays a narcissistic pop star and a dopedup cyclist And The Salesman, a best foreignlanguage film Oscar winner, arrives on Amazon Weirdly, were still building corporate campuses like its the s The literary establishment condemns his work But people are buying it Dr Dre and Jimmy Iovine get the star treatment from HBO And a recently discovered photograph may solve the mystery of what happened to Amelia Earhart A group of news organizations plans to ask Congress for the right to negotiate with the online giants, which are gaining greater shares of digital advertising and distribution Dr Dre and Jimmy Iovine get the star treatment from HBO And a recently discovered photograph may solve the mystery of what happened to Amelia Earhart Amazons annual deals blowout, Prime Day, is back again  but not all the deals are worthwhile Luckily, we can help Heres what you need to know at the end of the day President Trumps son was promised damaging information about Hillary Clinton before meeting a Russian lawyer Plus, Rukmini Callimachi is on the ground in the Iraqi city of Mosul President Trumps son was promised damaging information about Hillary Clinton before meeting a Russian lawyer Plus, Rukmini Callimachi is on the ground in the Iraqi city of Mosul Amazons annual deals blowout, Prime Day, is back again  but not all the deals are worthwhile Luckily, we can help The authorities said the smart home device made an emergency call, but Amazon and a  official said that was not plausible The Oscarwinning writer and director is working on a film adaptation of Baldwins If Beale Street Could Talk, a love story set in Harlem, NY The Oscarwinning writer and director is working on a film adaptation of Baldwins If Beale Street Could Talk, a love story set in Harlem, NY The common refrain is that Amazon and other etailers are killing retail jobs, but one new statistical analysis begs to differ",neg,neg
"David Lynch has said that his featurelength Twin Peaks prequel is crucial to understanding the new episodes on Showtime Heres a closer look Okja is incredibly dark for a childrens film But it doesnt feel entirely like a fantasy for grownups In other words, its a Bong Joon Ho film Okja is incredibly dark for a childrens film But it doesnt feel entirely like a fantasy for grownups In other words, its a Bong Joon Ho film A preview of the film A preview of the film The layoffs cut the streaming music sites work force by about  percent and could be a way to make it more attractive to a buyer The layoffs cut the streaming music sites work force by about  percent and could be a way to make it more attractive to a buyer Employers added , workers in June, a healthy showing, but a tightening labor market has not followed historical patterns in driving up pay Warren E Buffett announced a plan to buy Energy Future Holdings, the longtroubled Texas power giant, to gain its Oncor utilities arm Donald J Trumps life and career have been defined by his legal battles But what will they mean for his presidency Donald J Trumps life and career have been defined by his legal battles But what will they mean for his presidency Consider the jalapeo with salmon, stuffed, in pasta or a queso fundido  even in tartar sauce Tips to make the most of your weekend",pos,neg
"In the slow summer TV months, try movies First Wives Club is streaming Also, fans of Ms DiDonato, the mezzosoprano star, can see her on medicitv North Koreas test of a missile that could potentially strike Alaska has crossed a line, and underscores a dilemma for President Trump The combination of soaring tech stocks and everpopular exchangetraded funds has traditional fund managers scratching their heads The combination of soaring tech stocks and everpopular exchangetraded funds has traditional fund managers scratching their heads Amazons Kindle ereaders and tablets have been able to play music for years, and there are a few ways to move your listening library to a new device Amazons Kindle ereaders and tablets have been able to play music for years, and there are a few ways to move your listening library to a new device",neg,neg
"The explosion in indextracking ETFs and soaring tech stocks have put traditional mutual fund managers like those at Parnassus Investments on the defensive Snowfall, the latest entry into the goldenage TV genre of drug dramas, has its premiere on FX And The Boss Baby is streaming on iTunes Medicaid now covers more Americans than Medicare does, and it has played a major role in stopping the Republican drive to repeal the Affordable Care Act Two separate takeover bids for Britains Worldpay, including one by JPMorgan Chase, signal the latest battle to control how consumers pay for goods Even if you have a laptop with the newer USBC connections, you can find cables and adapters to hook up your small screen with a big monitor Even if you have a laptop with the newer USBC connections, you can find cables and adapters to hook up your small screen with a big monitor Fine jewelry, swimsuits and cocktail dresses are among the many items you can live with free for a while till its time to pay up or wrap up From Game of Thrones to a promising TV adaptation of an F Scott Fitzgerald classic, the summer slow season is pleasantly packed The explosion in indextracking ETFs and soaring tech stocks have put traditional mutual fund managers like those at Parnassus Investments on the defensive News of the cuts comes a week after the company described sweeping changes that will shift resources to selling cloudcomputing services",pos,neg
"Fireworks light up the skies over New York and Washington, and Americans recite the Declaration of Independence, Constitution and Bill of Rights Fireworks light up the skies over New York and Washington, and Americans recite the Declaration of Independence, Constitution and Bill of Rights An advocate generals recommendation to Europes highest court said that France could prohibit certain types of transport services it deemed illegal",neg,neg
"The Minions proved unstoppable, but the Sony heist movie Baby Driver, written and directed by Edgar Wright, beat analysts expectations Welcome to the second edition of the Smarter Living newsletter How can America have a feelgood birthday when one of the pillars of our yearold republic is under neardaily assault from the highest levels of the government No sand or surf this holiday weekend Stream a few of the  summery tales on Fandor Or sleuth alongside Marta Dusseldorp, one of Australias busiest actresses No sand or surf this holiday weekend Stream a few of the  summery tales on Fandor Or sleuth alongside Marta Dusseldorp, one of Australias busiest actresses Were halfway through the year Heres where things stand",neg,neg
"The whole point of training wheels is that eventually you dont need them anymore As a targeted travel ban goes into effect, the Trump administration has defined whos close family, and whos not, for visitors from six predominantly Muslim nations Central bankers signaling a move away from low rates, presaging the end of hyperliquidity, has sent many shares sliding Suggested reading from critics and editors at The New York Times Heres everything you need to know about the new streaming service  a joint venture by the Criterion Collection and Turner Classic Movies If youre in the mood to watch an animal adventure movie, a documentary about kids or an Iranian road trip film, heres what to watch this weekend More than two dozen women in the tech startup industry spoke to The New York Times about being sexually harassed by investors and mentors Eva, an eggshape vibrator for couples, taps into a profeminist market The Smithsonian Channel explores the lives of the countrys first ladies And MLB Network celebrates the th anniversary of The Pride of the Yankees The Smithsonian Channel explores the lives of the countrys first ladies And MLB Network celebrates the th anniversary of The Pride of the Yankees",neg,neg
"I remember when anything I needed magically showed up at the door Those were the days Charlie Hunnam mesmerizes as a British explorer lured time and again into the Amazon And a French pediatrician obsesses over a woman who may or may not be dead Charlie Hunnam mesmerizes as a British explorer lured time and again into the Amazon And a French pediatrician obsesses over a woman who may or may not be dead A tweet may have implied support for legislation helping states force online retailers to collect sales taxes But that is already Amazons practice Tips to make the most of your weekend Rooney Mara, Michael Fassbender and Ryan Gosling play lovers in the Austin, Tex, scene And Naomi Watts takes a tame walk on the wild side",neg,neg
"New movies and TV shows are added to streaming platforms each month Here are the titles we think are most interesting in July President Trump has taken credit for a surging market this year But tech stocks, the Fed and the president himself could change that picture The British authorities on Thursday asked regulators to further examine st Century Foxs deal for the European satellite giant Nearly all of the top lenders in the US passed the governments stress test, freeing them to pay out their chunkiest dividends in a decade The United States says it wants to defeat the Islamic State, not fight the Syrian government But its getting harder stay out of the civil war A new startup incubator in Paris symbolizes Frances tech ambitions, but can the land of the hour workweek overcome its cultural and regulatory barriers to surpass London and other tech hubs I remember when anything I needed magically showed up at the door Those were the days",pos,pos
"The search giant must change how it provides some of its services to comply with the competition decision in Europe The Supreme Court said it would hear the case about the legality of President Trumps travel ban We discuss how we got to this point and what to expect By slapping Google with a record fine, the European Union sent a billiondollar signal to American tech companies Days after a poll showed his approval rating at  percent, the lowest for a Brazilian president in nearly  years, Mr Temer was accused of taking a , bribe The meal delivery company reduced the expected price for its market debut by about a third from the range it disclosed just last week A Hollywood agency will bring two of Cobains paintings to his hometown for the Seattle Art Fair Heres what you need to know at the end of the day Amazons new Echo Show smart speaker, which comes with a touch screen, represents the model for a new kind of communal, household computer Amazons new Echo Show smart speaker, which comes with a touch screen, represents the model for a new kind of communal, household computer Why Senator Susan Collins of Maine has been a vocal opponent of the bill Plus What happens to family members and other witnesses of police shootings The private equity firm Sycamore Partners is adding the office supply chain to its portfolio of retailers A tweet may have implied support for legislation helping states force online retailers to collect sales taxes But that is already Amazons practice New movies and TV shows are added to streaming platforms each month Here are the titles we think are most interesting in July",neg,pos
"When you upgrade to a new electronic reader or tablet, transferring your library can be as easy as logging into your ebookstore account When you upgrade to a new electronic reader or tablet, transferring your library can be as easy as logging into your ebookstore account Amazons newest Echo smart speaker has a touch screen Our reviewer asked whether that made the gadget much different from a smartphone or a tablet The hefty penalty is likely to be quickly overshadowed by a more complex problem How should Google comply with the decision to rein in its power Times film critics have made their picks, and the internet is still weighing in Still havent seen them all Heres how to find them Times film critics have made their picks, and the internet is still weighing in Still havent seen them all Heres how to find them The hedge fund mogul Daniel S Loeb has called on the Swiss food giant to shed its stake in LOral and broadly shake up its strategy By slapping Google with a record fine, the European Union sent a billiondollar signal to American tech companies Tuesday A bookstore turns , the South Ferry subway station reopens, and a selection of beach reads",neg,pos
"The frustrations of the advertising world, namely brand safety, dominated the sundrenched discussions at the lavish Cannes Lions industry gathering",neg,neg
"Thousands of workers face unemployment as retailers struggle to adapt to online shopping But even as ecommerce grows, it isnt absorbing these workers How President Trumps promise to repeal Obamacare could come down to abortion, and a look at a group of strong advocates for his stance on immigration The frustrations of the advertising world, namely brand safety, dominated the sundrenched discussions at the lavish Cannes Lions industry gathering",neg,neg
"The former US attorney will announce on Monday that he is joining Some Spider Studios as an executive vice president He will also host a podcast These two innovators will merge the ideals of conscious capitalism and wicked efficiency, one reader says Others are less enthusiastic The fund, run by Daniel S Loeb, has called on the Swiss food giant to sell its stake in LOral and move more quickly to adapt to changing consumer tastes These two innovators will merge the ideals of conscious capitalism and wicked efficiency, one reader says Others are less enthusiastic Heres what you need to know about the weeks top stories",neg,neg
"Its not robot overlords Its economic inequality and a new global order Bananas cant get cold Milk mustnt tip Online food delivery still trips up companies A day on the truck shows why The Birth of a Nation, Nate Parkers directing debut, comes to HBO And Oracle Team USA defends its title in the th Americas Cup",neg,neg
"James Mulhern and Ashton Anderson help us get away for the weekend Amazons purchase of Whole Foods could deprive us of human contact Proposed budget cuts, combined with the decision to pull out of the climate change accord, put into question how long cooperation will continue The market for slime  a sticky substance in a multitude of colors  is thriving in a cottage industry run by fourthgraders, teenagers and young adults Movies like Borowczyks Goto, Isle of Love and Demys The Pied Piper suggest cartoons made with physical sets and real actors If youre in the mood to watch a stylish action thriller, a Southern Gothic drama or an s yuppie comedy, heres what to watch this weekend If youre in the mood to watch a stylish action thriller, a Southern Gothic drama or an s yuppie comedy, heres what to watch this weekend Heres what you need to know at the end of the day Tips to make the most of your weekend",pos,neg
"An influx of professionals is bidding on a limited supply of affordable homes in the Washington area, driving up prices Heres what you need to know to start your day Former prisoners subjected to enhanced interrogation techniques developed after Sept  have filed a lawsuit  not against the CIA, but against two psychologists Wednesday The return of Hollywoods production mojo, the Uber CEO calls it quits, and a Boy Scouts incredible merit badge collection  all of them With three best actor Oscars and his staggering range, DayLewis is in a class by himself Here are  of his best films and where to find them The Bureau, the French spy thriller starring Mathieu Kassovitz, returns for a third season And Scarlett Johansson talks about her day job on Inside the Actors Studio A preview of the film In May, a socalled ransomware attack hit computers in over  countries But two weeks earlier, one security expert found something a lot worse She transitioned in  Her manifesto explores links between transphobia and misogyny We go back to the dramatic moments at a hotel room in Chicago that led up to the chief executives resignation How the last hours of Travis Kalanicks tenure as Ubers chief executive unfolded, and other top stories in business and finance David Segal, a columnist who wrote The Haggler, reflects on life as a consumer advocate Readers discuss the benefits of dogwalking, the constitution of a perfect lemon bar and how to identify a bedbug After all the waiting, what was promised to be a drastic revamp of the House bill looks a lot like the House bill",pos,pos
"A preview of the film Heres what you need to know to start your day Visit fictional menageries in The Zookeepers Wife and Postcards From the Zoo, and real ones in Amazing Monkeys and Great Yellowstone Thaw I am not what most people expect an eighth grader with a disability to be I am happy The proposed Whole Foods acquisition might lower prices in the short run but will definitely create an unhealthy concentration of market power The proposed Whole Foods acquisition might lower prices in the short run but will definitely create an unhealthy concentration of market power",pos,neg
"To understand why Jeff Bezos bought Whole Foods, look at the profit margins Apple generates at its stores To understand why Jeff Bezos bought Whole Foods, look at the profit margins Apple generates at its stores Amazon agreed to buy the grocery chain Whole Foods for  billion The New York Community Trust writes that the Amazon founders generosity is an example for all who want to make life better",neg,neg
"A new episode of The Adventures of Puss in Boots, an animated show, includes interactive elements that will result in different story lines Amazon Wardrobe, part of the Prime service and part of the companys effort to expand in apparel, will let customers order three to  items of clothing without buying it Amazon Wardrobe, part of the Prime service and part of the companys effort to expand in apparel, will let customers order three to  items of clothing without buying it",neg,neg
"Ride the rush of Queen Sugar as a second season begins And check out the scenestealing dog performances in Paterson and Wendy and Lucy The richest among us are using their money to tackle problems that government cant or wont But they are accountable to no one Heres what you need to know to start your day The Times embeds with one Iraqi unit We hear the story of Maj Sajjad alHour, who leads  men as the battle for Mosul enters its final and most challenging phase The accusations are tied to about  billion that the bank had received from Qatar as it tried to avoid being nationalized",pos,neg
"Three books reckon with pioneers of the sharing economy a fourth considers their dark side Three books reckon with pioneers of the sharing economy a fourth considers their dark side Why Senate leaders are crafting the most important legislation of the Trump presidency without, so far, a single hearing or open drafting session Amazons deal to buy Whole Foods looks poised to transform the retail landscape in the United States, where changes are already in motion The mealdelivery services plans for a public debut come amid upheaval in the food retail industry generated by Amazons takeover bid for Whole Foods The mealdelivery services plans for a public debut come amid upheaval in the food retail industry generated by Amazons takeover bid for Whole Foods Regulators handed recommendations to the countrys culture minister on whether the deal should go through Every month, there are new movies and TV shows added to streaming platforms Here are the titles we think are most interesting for the latter half of June Every month, there are new movies and TV shows added to streaming platforms Here are the titles we think are most interesting for the latter half of June The jazz pianist and singer said the standards on her most recent album, Turn Up the Quiet, set her free Heres what you need to know to start your day Amazon agreed to buy the grocery chain Whole Foods for  billion Just as investors were mourning the demise of the oldstyle conglomerate, Jeff Bezos company announced it would stretch its boundaries by buying Whole Foods Just as investors were mourning the demise of the oldstyle conglomerate, Jeff Bezos company announced it would stretch its boundaries by buying Whole Foods Timothy Cook, Jeff Bezos and Eric Schmidt were among  tech executives at a forum held by an administration they have had conflicts with",pos,pos
"A longtime approach of making bold  and sometimes headscratching  moves has brought Jeff Bezos staggering success Heres what you need to know about the weeks top stories Andrew Essex discusses his new book about the fate of traditional advertising and what might replace it Vicar Sidney Chambers deals with an extra bundle under the Christmas tree And Jose Reza navigates his first year in college as an undocumented immigrant Heres what you need to know to start your day If Walmart wants to make a rival bid for Whole Foods, it will need to overcome strategic and financial obstacles For now, Amazon has the upper hand The new financing comes from Target and other investors, as the threeyearold company prepares to eventually pursue an initial public offering Both sides may feel exhausted after the mistrial that ended Bill Cosbys sexual assault case, but a new round of prosecution is looming just months ahead Encouraged by streaming services like Netflix, networks are spending heavily to get their shows noticed by prospective Emmy voters",pos,neg
"The companys  billion deal for Whole Foods is the latest signal of Amazons ambitions to have a hold on nearly every facet our lives  like the computer servers that power our favorite websites and the food we eat A longtime approach of making bold  and sometimes headscratching  moves has brought Jeff Bezos staggering success Could an Alzheimers gene make you smarter, and a sickle cell gene make you healthier Go for chills as the Amityville investigators Lorraine and Ed Warren take on a new case in London Or dance away the weekend with the Electric Daisy Carnival Our Top  Comments of the Week Readers debate being interrupted at work, the shooting of a politician and the fate of American Dreamers By purchasing the upscale chain, Jeff Bezos, Amazons chief, has a chance to tinker with how people buy groceries  and map the future of the physical store By purchasing the upscale chain, Jeff Bezos, Amazons chief, has a chance to tinker with how people buy groceries  and map the future of the physical store Corporate giants once had allpowerful chiefs with domains to match But activist investors and technological change are remaking the executive suite The next jobs set to disappear may be ones that are a bigger part of peoples daily lives retail workers and cashiers in stores and restaurants The next jobs set to disappear may be ones that are a bigger part of peoples daily lives retail workers and cashiers in stores and restaurants And a discussion of how Facebook is harnessing artificial intelligence  well, almost  to take on hard questions And a discussion of how Facebook is harnessing artificial intelligence  well, almost  to take on hard questions Tips to make the most of your weekend John Mackey wanted to fight off the activist investors attacking Whole Foods He found a savior in Amazon, a company blamed for laying waste to retailers",neg,pos
"Are you trying to figure out what to watch next Or maybe what TV show to give up on completely Watching is here to help Annie Baker and Heidi Schreck wrote an episode of Amazons I Love Dick that our critic calls the best  minutes of television she has seen in years Amazon announced it was buying Whole Foods, and the internet started cracking jokes With its purchase of Whole Foods, Amazon is buying access to a large pool of wealthy customers With its purchase of Whole Foods, Amazon is buying access to a large pool of wealthy customers The grocerystore industry now faces, in addition to overseas competitors, a deeppocketed rival with a track record of moving customers online Over several decades, John Mackey grew a , squarefoot store in Austin into a  billion deal with Amazon Heres what you need to know at the end of the day Heres what you need to know at the end of the day Great reads around the web, from Michael de la Merced and others The companys  billion deal for Whole Foods is the latest signal of Amazons ambitions to have a hold on nearly every facet our lives  like the computer servers that power our favorite websites and the food we eat",neg,neg
"The deal for a physical grocery retailer reflects Amazons ambition to become an even more frequent shopping habit to customers The battle to sell mens shirts and food, and just about everything else, is a competition that will define the future of retail The battle to sell mens shirts and food, and just about everything else, is a competition that will define the future of retail",neg,neg
"We discuss a complicated case involving texts between two teenagers, now heading toward a verdict, and the stilldeadlocked trial of Bill Cosby The American unit that makes Butterfingers, Crunch bars and Gobstoppers could be worth as much as  billion in a sale While stock in the upscale supermarket chain surged on Friday morning, shares in other grocery giants and retailers dropped While stock in the upscale supermarket chain surged on Friday morning, shares in other grocery giants and retailers dropped Regulators are set to impose a penalty of more than  billion and force the company to alter how it operates, according to people familiar with the case The companys hiring of two respected leaders, who cultivated shows like Breaking Bad at Sony, signaled to Hollywood that Apple is serious about original programming Acquiring the clothing brand born on the internet is intended to energize Walmarts ecommerce strategy as it races to catch up with Amazon The deal for a physical grocery retailer reflects Amazons ambition to become an even more frequent shopping habit to customers",neg,neg
"We discuss the latest testimony before the Senate Intelligence Committee on possible Russia collusion and get the scene from the courthouse in Norristown, Pa, where Bill Cosby is awaiting a verdict The I Love Dick actor reads David Vecseys story about how not being able to reach his girlfriend  before cellphones  changed the course of his life The I Love Dick actor reads David Vecseys story about how not being able to reach his girlfriend  before cellphones  changed the course of his life The ridesharing giant was the subject of a withering report, but its values and its harddriven CEO remain in place The Tunnel returns with a fresh investigation  and without the baggage of The Bridge And Diane Keaton is honored by the American Film Institute The scene at a shooting at a baseball field in a Washington suburb on Wednesday, and a controversial adaptation of an infamous story of political violence The streaming service is more than just a Netflix competitor Heres a look at what it has to offer, including highlights from its current library Previews, openings and some lastchance picks The Amazon chief asked for tips where his money could be used in the here and now, unlike many of his business investments The office messaging company is not yet profitable, but new funding could raise its valuation to  billion as it faces rivals like Microsofts Teams People have wondered if the Amazon chief was waiting until retirement to make a big charitable splash In a tweet, he solicited ideas from the public A British adaptation of George Orwells classic arrives on Broadway with Tom Sturridge and Olivia Wilde, bringing contemporary political resonance The grocerystore industry now faces, in addition to overseas competitors, a deeppocketed rival with a track record of moving customers online If youre in the mood to watch a bloody horror movie, a dark motherson film or an emotional family drama, heres what to watch this weekend On the streaming service Shudder, foreign series like Jordskott and Penance offer a classic psychological dread thats in short supply on American TV Heres what you need to know to start your day",pos,pos
"A new play and a coming film are joining the various projects that have reconsidered the class dynamics of the Olympics figure skating controversy from  Danny Boyle revisits his gleeful Scottish reprobates more than  years later And  for  dissects a famous basketball rivalry in three parts Heres what you need to know to start your day The Treasury Department says that the Consumer Financial Protection Bureau should be substantially stripped of its powers, accusing it of overreach Chelsea Manning, newly freed from prison, talks about why she leaked classified documents in   and everything that followed This selection of our favorite gift ideas is meant to help start that new chapter in your grads life on the right foot Heres what you need to know to start your day Many Europeans rarely travel outside their nations borders, and some who do expect carriers to increase other fees instead",pos,neg
"Ubers board is considering the chief executives future and the recommendations of an investigation into the companys culture Monday A chat with the director Christopher Ashley, turmoil at Uber and the anniversary of a groundbreaking music festival Thinh Van Duc Lai, a yearold enthusiast in Nha Trang, Vietnam, may create a sensation with his logic puzzle, a current favorite for Will Shortz Heres what you need to know to start your day Shares of Netflix, Apple and other giant technology companies that have powered a market rally have taken an uncharacteristic pause",pos,neg
"Tips to make the most of your weekend Tatiana Maslany brings her clone sisterhood to the screen for a final season And Ben Affleck plays a mathematics savant with a wicked skill set Ranking every Beatles song, the feline friends of foreign correspondents and tips on smiling at your enemies The Islamic State has been focused for years on attacking Britain and Iran The recent assaults in London and Tehran make it clear the group never gave up on that goal The suit accuses the company of improperly classifying a former shift manager in California as an employee exempt from overtime pay The bride is the history and archives editor at Time magazine, and the groom studies environmental management at Duke They met on a blind date Kevin Spacey makes his hosting debut at the Tony Awards Niecy Nash stars as a nail salon owner moving uptown in Claws And Lorde closes out Bonnaroo The suit accuses the company of improperly classifying a former shift manager in California as an employee exempt from overtime pay The stock market is at an alltime high, but that doesnt mean you should act without thinking Before you buy, read this guide Dan Margolis starts our week off in a cute way In Nick Biltons American Kingpin, the former boy scout who started the Silk Road is brought down by federal agents in a dizzying manhunt There Will Be Blood tops The New York Times movie critics list of the best films of the st century And Oliver Stone interviews Vladimir V Putin The hit movie brings a welcome edginess to a yearold comic book idol Adam Liptak joins to discuss the one word that an obstruction of justice case could turn on",neg,pos
